,city,state,lat,lon,boundingboxes
12029,Auburn,California,38.8945939,-121.0739897,"['38.8581610', '38.9566645', '-121.1123012', '-121.0526518']"
12030,Dollar Bay,Michigan,47.1196494,-88.5115109,"['47.0996494', '47.1396494', '-88.5315109', '-88.4915109']"
12031,Saddle Rock,New York,40.795537,-73.749498,"['40.7896800', '40.8003330', '-73.7544630', '-73.7428700']"
12032,Mount Morris,Michigan,43.118637,-83.694958,"['43.1047670', '43.1268880', '-83.7110180', '-83.6872579']"
12033,Rockland,Wisconsin,43.9063552,-90.9193001,"['43.8999000', '43.9170320', '-90.9305930', '-90.9050945']"
12034,Hilltop,Texas,31.3181979,-102.3351415,"['31.3181479', '31.3182479', '-102.3351915', '-102.3350915']"
12035,Staples,Connecticut,41.2385465,-73.03082621757035,"['41.2382217', '41.2388476', '-73.0311744', '-73.0304833']"
12036,Pomona,Kansas,38.6083436,-95.4516456,"['38.6047551', '38.6174373', '-95.4621979', '-95.4437140']"
12037,Mentz,New York,43.0414113,-76.6319841,"['43.0073020', '43.0830680', '-76.6709480', '-76.5901710']"
12038,Greenwald,Minnesota,45.6016317,-94.8600149,"['45.5928522', '45.6074475', '-94.8703954', '-94.8495370']"
12039,Gallup,New Mexico,35.5283506,-108.743907,"['35.4909880', '35.5521100', '-108.8473490', '-108.5995860']"
12040,Chelsea,Oklahoma,36.5355939,-95.4324166,"['36.5173900', '36.5482210', '-95.4535690', '-95.4163480']"
12041,Bechtelsville,Pennsylvania,40.3734298,-75.6290752,"['40.3628380', '40.3778350', '-75.6394310', '-75.6237560']"
12042,Kokomo,Indiana,40.4864444,-86.1336351,"['40.4102681', '40.5346033', '-86.1842560', '-86.0699020']"
12043,Buckhead,Georgia,33.8398137,-84.3795589,"['33.8198137', '33.8598137', '-84.3995589', '-84.3595589']"
12044,Dixon,California,38.4454641,-121.8232958,"['38.3800631', '38.4890107', '-121.8683517', '-121.7862425']"
12045,Nerstrand,Minnesota,44.3419094,-93.0679881,"['44.3345800', '44.3528080', '-93.0756830', '-93.0503490']"
12046,Bryant,Washington,48.23899,-122.1579229,"['48.2189900', '48.2589900', '-122.1779229', '-122.1379229']"
12047,Parma,Michigan,42.2583711,-84.5996885,"['42.2525380', '42.2732810', '-84.6140590', '-84.5395170']"
12048,Beaver Dam,Wisconsin,43.4577692,-88.837329,"['43.4294230', '43.5172190', '-88.8641490', '-88.7854040']"
12049,Arlington,Kansas,37.8966808,-98.1786739,"['37.8850200', '37.9062750', '-98.1923010', '-98.1602200']"
12050,Carrboro,North Carolina,35.9099875,-79.0752876,"['35.8879611', '35.9676121', '-79.1246780', '-79.0638981']"
12051,Country Club Hills,Missouri,38.7208841,-90.2748352,"['38.7155310', '38.7258270', '-90.2788860', '-90.2701780']"
12052,Pingree Grove,Illinois,42.0686367,-88.4134159,"['42.0616320', '42.1078880', '-88.4686000', '-88.4095070']"
12053,Festus,Missouri,38.2207112,-90.3959504,"['38.1813000', '38.2439450', '-90.4366830', '-90.3845790']"
12054,Ranchos de Taos,New Mexico,36.3594292,-105.6085234,"['36.3394292', '36.3794292', '-105.6285234', '-105.5885234']"
12055,Charlestown,Rhode Island,41.3831566,-71.641729,"['41.3306867', '41.4610892', '-71.7309883', '-71.5958364']"
12056,Meridian,Colorado,39.5511538,-104.84909666071933,"['39.5363821', '39.5660410', '-104.8713323', '-104.8101825']"
12057,Pecan Acres,Texas,32.0213162,-102.2108836,"['32.0113162', '32.0313162', '-102.2208836', '-102.2008836']"
12058,Brookdale,California,37.1079169,-122.1087563,"['37.0879169', '37.1279169', '-122.1287563', '-122.0887563']"
12059,Hartville,Ohio,40.9636685,-81.3312195,"['40.9481570', '40.9710170', '-81.3644630', '-81.3181680']"
12060,Lofall,Washington,47.8105733,-122.6567097,"['47.7905733', '47.8305733', '-122.6767097', '-122.6367097']"
12061,Brewster Heights,New York,41.4062051,-73.6326282,"['41.4002000', '41.4157010', '-73.6357050', '-73.6205392']"
12062,Westland,Michigan,42.3238056,-83.4005321,"['42.2674630', '42.3551800', '-83.4300380', '-83.3090035']"
12063,Fairlawn,Virginia,37.1484589,-80.5783922,"['37.1284589', '37.1684589', '-80.5983922', '-80.5583922']"
12064,Pound,Virginia,37.1237146,-82.6012667,"['37.1035570', '37.1438810', '-82.6312880', '-82.5817830']"
12065,Fruitdale,Oregon,42.4220629,-123.3081138,"['42.4020629', '42.4420629', '-123.3281138', '-123.2881138']"
12066,Albert City,Iowa,42.78172,-94.9483487,"['42.7706450', '42.7923983', '-94.9532645', '-94.9434190']"
12067,Centreville,Virginia,38.84487,-77.43540260778344,"['38.8096250', '38.8801440', '-77.4795880', '-77.4019890']"
12068,Kahului,Hawaii,20.8894101,-156.4727118,"['20.8454660', '20.9021526', '-156.5004203', '-156.4022533']"
12069,Interlochen,Michigan,44.6497702,-85.767847,"['44.6297702', '44.6697702', '-85.7878470', '-85.7478470']"
12070,Magee,Mississippi,31.8724469,-89.7323162,"['31.8419960', '31.8988990', '-89.7694500', '-89.7124670']"
12071,Peppermill Village,Maryland,38.8940802,-76.8869028,"['38.8740802', '38.9140802', '-76.9069028', '-76.8669028']"
12072,Lake Ridge,Virginia,38.6758341,-77.279636,"['38.6652790', '38.7102200', '-77.3627030', '-77.2634621']"
12073,Olivette,Missouri,38.6653297,-90.3759499,"['38.6607510', '38.6859930', '-90.3943760', '-90.3600160']"
12074,Berryville,Virginia,39.1517548,-77.982525,"['39.1117548', '39.1917548', '-78.0225250', '-77.9425250']"
12075,North Pownal,Vermont,42.7975789,-73.2645534,"['42.7775789', '42.8175789', '-73.2845534', '-73.2445534']"
12076,Shannon,Mississippi,34.1162203,-88.7117181,"['34.0949920', '34.1332610', '-88.7251680', '-88.6640490']"
12077,Caln,Pennsylvania,39.9909398,-75.7802235,"['39.9709398', '40.0109398', '-75.8002235', '-75.7602235']"
12078,Lakebay,Washington,47.2583087,-122.760667,"['47.2383087', '47.2783087', '-122.7806670', '-122.7406670']"
12079,Priceville,Alabama,34.5250932,-86.8947271,"['34.4915202', '34.5583342', '-86.9201838', '-86.8426644']"
12080,St. Lawrence,Pennsylvania,40.3270373,-75.8718697,"['40.3176200', '40.3334420', '-75.8837330', '-75.8535500']"
12081,Hawi,Hawaii,20.2378665,-155.83403981528818,"['20.2275930', '20.2481182', '-155.8425070', '-155.8177170']"
12082,Country Club,California,37.9687415,-121.33390959301333,"['37.9566878', '37.9807610', '-121.3690970', '-121.3138560']"
12083,Dakota,Minnesota,44.666655,-93.044911,"['44.4711806', '44.9232887', '-93.3298280', '-92.7322007']"
12084,Elmwood Place,Ohio,39.1872809,-84.4879985,"['39.1798522', '39.1898412', '-84.4988164', '-84.4816658']"
12085,Cambridge City,Indiana,39.8129285,-85.1708971,"['39.8044559', '39.8207000', '-85.1835150', '-85.1547080']"
12086,Newfane,New York,43.286723,-78.710312,"['43.2180990', '43.3576730', '-78.7551840', '-78.6340620']"
12087,Florence,Colorado,38.3902777,-105.1185988,"['38.3639080', '38.4051250', '-105.1426330', '-105.0877600']"
12088,Aubrey,Texas,33.31420850000001,-96.97563229497024,"['33.2867100', '33.3463390', '-97.0284892', '-96.9367285']"
12089,Pine Forest,Texas,30.1813215,-94.0343441,"['30.1626290', '30.1956750', '-94.0517270', '-94.0226840']"
12090,Columbus,Nebraska,41.4292988,-97.3581439,"['41.4023767', '41.4677127', '-97.3982984', '-97.2999754']"
12091,Burnt Mills,Maryland,39.0337205,-77.004421,"['39.0137205', '39.0537205', '-77.0244210', '-76.9844210']"
12092,Minden,Nevada,38.9542487,-119.765617,"['38.9372290', '38.9759120', '-119.7991950', '-119.7426040']"
12093,Pinecraft,Florida,27.3250465,-82.4912075,"['27.3050465', '27.3450465', '-82.5112075', '-82.4712075']"
12094,Holly,Michigan,42.7919727,-83.6277255,"['42.7821800', '42.8188290', '-83.6406720', '-83.5989810']"
12095,Milford,Michigan,42.5917805,-83.6000696,"['42.5724501', '42.6016880', '-83.6158802', '-83.5848162']"
12096,Grassflat,Pennsylvania,41.0025567,-78.1144542,"['40.9825567', '41.0225567', '-78.1344542', '-78.0944542']"
12097,Anthony,Texas,31.9956534,-106.596817,"['31.9758150', '32.0007530', '-106.6271069', '-106.5625448']"
12098,Brooklyn Park,Minnesota,45.1004807,-93.3443585,"['45.0655977', '45.1520363', '-93.4023859', '-93.2783270']"
12099,Highpoint,Ohio,39.2883916,-84.3502175,"['39.2683916', '39.3083916', '-84.3702175', '-84.3302175']"
12100,South Lancaster,Massachusetts,42.4445364,-71.6870138,"['42.4245364', '42.4645364', '-71.7070138', '-71.6670138']"
12101,Danbury,North Carolina,36.4093047,-80.2058831,"['36.4023620', '36.4144750', '-80.2268510', '-80.1993939']"
12102,Bangor,Wisconsin,43.8930218,-90.9904109,"['43.8843866', '43.9025000', '-91.0105573', '-90.9706400']"
12103,Granger,Texas,30.7181587,-97.4411922,"['30.7087510', '30.7260660', '-97.4513075', '-97.4340570']"
12104,East Providence,Rhode Island,41.8194081,-71.376257,"['41.7448382', '41.8614717', '-71.3949255', '-71.3177435']"
12105,Commack,New York,40.8428759,-73.2928943,"['40.8038340', '40.8754040', '-73.3211090', '-73.2388310']"
12106,Strathmoor Manor,Kentucky,38.218126,-85.6835723,"['38.2167000', '38.2211020', '-85.6871460', '-85.6800059']"
12107,Palos Verdes Estates,California,33.7872386,-118.401813,"['33.7543366', '33.8042758', '-118.4877718', '-118.3519077']"
12108,Woolrich,Pennsylvania,41.1945711,-77.3759058,"['41.1745711', '41.2145711', '-77.3959058', '-77.3559058']"
12109,Vienna,Illinois,37.4153295,-88.8978435,"['37.4017870', '37.4321220', '-88.9115600', '-88.8519340']"
12110,Boerne,Texas,29.7946641,-98.7319703,"['29.7455172', '29.8321122', '-98.8020078', '-98.6824468']"
12111,Patterson,Louisiana,29.6943026,-91.3051275,"['29.6737360', '29.7107360', '-91.3239920', '-91.2917840']"
12112,Kansas City,Missouri,39.100105,-94.5781416,"['38.8271760', '39.3566620', '-94.7659170', '-94.3855220']"
12113,Bleecker,New York,43.119781,-74.367485,"['43.1067910', '43.2417080', '-74.4576980', '-74.3075460']"
12114,Northwood,Ohio,41.607272,-83.4688204,"['41.5924180', '41.6191209', '-83.5564940', '-83.4157524']"
12115,Norton,Ohio,41.0292217,-81.6381795,"['40.9822970', '41.0624520', '-81.6884996', '-81.5888230']"
12116,Highland,Maryland,39.1791091,-76.9575634,"['39.1591091', '39.1991091', '-76.9775634', '-76.9375634']"
12117,Gate City,Virginia,36.6378774,-82.5809876,"['36.6248209', '36.6634542', '-82.6139505', '-82.5529316']"
12118,Warm Springs,Georgia,32.8904081,-84.6810381,"['32.8693660', '32.9019670', '-84.6854950', '-84.6666590']"
12119,Hillcrest Heights,Florida,27.8237377,-81.5339999,"['27.8210958', '27.8290213', '-81.5372034', '-81.5310381']"
12120,Watchung,New Jersey,40.6378801,-74.4509863,"['40.6177680', '40.6680100', '-74.4824320', '-74.4018390']"
12121,Port St. John,Florida,28.476174,-80.7859150894526,"['28.4611910', '28.4909420', '-80.8043210', '-80.7633800']"
12122,Joy,Illinois,41.1967002,-90.8804201,"['41.1920580', '41.2015090', '-90.8855810', '-90.8719550']"
12123,Harlem,Florida,26.7375652,-80.950898,"['26.7251440', '26.7391773', '-80.9594812', '-80.9427020']"
12124,Perryville,Kentucky,37.650351,-84.9516234,"['37.6425600', '37.6567870', '-84.9600840', '-84.9418600']"
12125,Wapakoneta,Ohio,40.5678265,-84.1935594,"['40.5347002', '40.5963070', '-84.2310815', '-84.1568570']"
12126,Stoneville,North Carolina,36.4665269,-79.9069847,"['36.4526247', '36.4745975', '-79.9328794', '-79.8858295']"
12127,Bauxite,Arkansas,34.5573078,-92.5237975,"['34.5479085', '34.5775482', '-92.5330433', '-92.4412355']"
12128,Sonora,Kentucky,37.524226,-85.8930192,"['37.5170140', '37.5439310', '-85.9069120', '-85.8791070']"
12129,Vincennes,Indiana,38.6772691,-87.5286325,"['38.6445940', '38.7264960', '-87.5491890', '-87.4686970']"
12130,Kiefer,Oklahoma,35.9447664,-96.0638428,"['35.9156190', '35.9592100', '-96.0837160', '-96.0294560']"
12131,Rahway,New Jersey,40.6081591,-74.2776468,"['40.5919030', '40.6275300', '-74.3053260', '-74.2556080']"
12132,Neosho,Wisconsin,43.3102782,-88.5181557,"['43.3027210', '43.3191540', '-88.5264400', '-88.5094650']"
12133,West Wildwood,New Jersey,39.0023352,-74.8243343,"['38.9959557', '39.0064640', '-74.8316310', '-74.8158737']"
12134,Irwin,South Carolina,34.6956965,-80.82099962217194,"['34.6799780', '34.7114230', '-80.8425280', '-80.8004890']"
12135,Huntington,New York,40.868154,-73.425676,"['40.8531022', '40.9073970', '-73.4453740', '-73.3681520']"
12136,Newburg,Missouri,37.9142075,-91.9026607,"['37.9074400', '37.9263520', '-91.9120110', '-91.8864040']"
12137,Mount Auburn,Indiana,39.8126149,-85.18990294988478,"['39.8098320', '39.8151630', '-85.1968590', '-85.1831237']"
12138,Terrace Heights,Washington,46.6062383,-120.439785,"['46.5699630', '46.6306810', '-120.5088180', '-120.4037090']"
12139,Huntington Beach,California,33.6783336,-118.000016,"['33.5885246', '33.7562073', '-118.1184237', '-117.9403791']"
12140,Bells,Texas,33.6206717,-96.40852252126817,"['33.5933042', '33.6481972', '-96.4450207', '-96.3892047']"
12141,Mount Hope,New Jersey,40.9262098,-74.5426577,"['40.9062098', '40.9462098', '-74.5626577', '-74.5226577']"
12142,Halawa,Hawaii,21.377454,-157.91699408271236,"['21.3608657', '21.3940990', '-157.9371110', '-157.8981610']"
12143,Dawson,Pennsylvania,40.0470291,-79.6555384,"['40.0409310', '40.0519840', '-79.6647046', '-79.6483930']"
12144,Olanta,South Carolina,33.9354381,-79.9325705,"['33.9268490', '33.9469160', '-79.9427380', '-79.9179110']"
12145,Plain,Wisconsin,43.2788776,-90.0437354,"['43.2670500', '43.2858947', '-90.0514270', '-90.0282370']"
12146,Dibble,Oklahoma,35.0334018,-97.6297578,"['34.9714470', '35.0878990', '-97.6705507', '-97.5646579']"
12147,Watkins,Colorado,39.7443406,-104.6031986,"['39.7243406', '39.7643406', '-104.6231986', '-104.5831986']"
12148,Rio del Mar,California,36.9691529,-121.905244,"['36.9301620', '36.9753540', '-121.9088780', '-121.8627110']"
12149,North Creek,Washington,47.7629396,-122.1767805,"['47.7529396', '47.7729396', '-122.1867805', '-122.1667805']"
12150,Wahoo,Nebraska,41.2111084,-96.6197985,"['41.1842870', '41.2493017', '-96.6377614', '-96.5873443']"
12151,Western Lake,Texas,32.6168,-97.8153098,"['32.6167500', '32.6168500', '-97.8153598', '-97.8152598']"
12152,Coral Terrace,Florida,25.7479318,-80.3035655155079,"['25.7329660', '25.7630423', '-80.3210950', '-80.2865215']"
12153,Sugar City,Idaho,43.8730202,-111.7479471,"['43.8601280', '43.8944740', '-111.7775080', '-111.7378940']"
12154,Paradise,Nevada,36.1011223,-115.1479329,"['35.9845921', '36.1371260', '-115.2081620', '-115.0593253']"
12155,Leander,Texas,30.5736134,-97.8567339,"['30.5114059', '30.6409336', '-97.9460446', '-97.7683267']"
12156,Jackson,Georgia,34.1282559,-83.5753386,"['33.9657304', '34.2952760', '-83.8176820', '-83.3570510']"
12157,Liberty City,Texas,32.4454257,-94.9485507,"['32.4254257', '32.4654257', '-94.9685507', '-94.9285507']"
12158,Wise,Virginia,37.0170633,-82.6103804,"['36.7989925', '37.2028110', '-82.8785837', '-82.2985580']"
12159,Benson,Illinois,40.8505901,-89.1223021,"['40.8458346', '40.8569686', '-89.1248081', '-89.1161551']"
12160,Findlay,Ohio,41.0413873,-83.6503982,"['40.9926540', '41.0899340', '-83.6894040', '-83.5734710']"
12161,Ammon,Idaho,43.4772087,-111.969726,"['43.4388230', '43.5113560', '-111.9845210', '-111.8977720']"
12162,Dalton,Massachusetts,42.4741707,-73.1599696,"['42.4127532', '42.5410679', '-73.2018740', '-73.1078659']"
12163,North Prairie,Wisconsin,42.934456,-88.4053742,"['42.9223630', '42.9463830', '-88.4351040', '-88.3706410']"
12164,Homer Glen,Illinois,41.6000318,-87.9381112,"['41.5486210', '41.6439833', '-88.0086610', '-87.9092380']"
12165,Gold Hill,Oregon,42.431785,-123.050601,"['42.4294030', '42.4477140', '-123.0728350', '-123.0408327']"
12166,Marietta,Oklahoma,33.937045,-97.1166788,"['33.9181460', '33.9498980', '-97.1406440', '-97.1064690']"
12167,Cottage City,Maryland,38.9382028,-76.9518293,"['38.9307366', '38.9449502', '-76.9587480', '-76.9417305']"
12168,Hazardville,Connecticut,41.99199415,-72.5190142760689,"['41.9772872', '42.0068022', '-72.5713612', '-72.4994878']"
12169,Portola Valley,California,37.3736298,-122.219047,"['37.3383135', '37.4011743', '-122.2540620', '-122.1897824']"
12170,Linden Springs,Maryland,39.7142702,-76.7174727,"['39.6942702', '39.7342702', '-76.7374727', '-76.6974727']"
12171,Lake View,Alabama,33.2806703,-87.1374959,"['33.2656848', '33.2946758', '-87.1537010', '-87.0688749']"
12172,Spring Glen,Utah,39.6594085,-110.8534942,"['39.6394085', '39.6794085', '-110.8734942', '-110.8334942']"
12173,White Oak,Texas,32.5271582,-94.8609684,"['32.5031317', '32.5671221', '-94.8775414', '-94.8293827']"
12174,Wrightsboro,North Carolina,34.28737,-77.9178960118063,"['34.2570910', '34.3176230', '-77.9596990', '-77.8753070']"
12175,Tenstrike,Minnesota,47.6563825,-94.6768682,"['47.6484480', '47.6721980', '-94.7160900', '-94.6526150']"
12176,East Dailey,West Virginia,38.7803866,-79.8909006,"['38.7603866', '38.8003866', '-79.9109006', '-79.8709006']"
12177,Cedar Glen West,New Jersey,40.041356,-74.2864371876527,"['40.0318690', '40.0508150', '-74.2974030', '-74.2705510']"
12178,Riverton,Washington,47.4837275,-122.2945032,"['47.4637275', '47.5037275', '-122.3145032', '-122.2745032']"
12179,Jefferson,Pennsylvania,41.1125398,-79.0163349,"['40.9059710', '41.3765650', '-79.2156334', '-78.7100590']"
12180,Woodlake,Virginia,37.419681,-77.6781415,"['37.3996810', '37.4396810', '-77.6981415', '-77.6581415']"
12181,Norco,Louisiana,30.0014151,-90.4083620333053,"['29.9849090', '30.0181826', '-90.4292670', '-90.3814165']"
12182,Chaffee,Missouri,38.9475767,-106.378528,"['38.9475267', '38.9476267', '-106.3785780', '-106.3784780']"
12183,Canal Lewisville,Ohio,40.2992367,-81.8362422,"['40.2792367', '40.3192367', '-81.8562422', '-81.8162422']"
12184,Kelleys Island,Ohio,41.604714799999996,-82.70648037775717,"['41.5852890', '41.6241872', '-82.7351150', '-82.6730570']"
12185,Plainview,Texas,34.1847936,-101.706841,"['34.1559710', '34.2324360', '-101.7604980', '-101.6611480']"
12186,Hillside,Illinois,41.8778084,-87.9028398,"['41.8445373', '41.8854180', '-87.9182430', '-87.8824427']"
12187,Chums Corner,Michigan,44.671946,-85.6564633,"['44.6519460', '44.6919460', '-85.6764633', '-85.6364633']"
12188,Moraga,California,37.834897,-122.12883,"['37.8083414', '37.8757178', '-122.1585330', '-122.0878267']"
12189,Palermo,New York,43.365069,-76.282431,"['43.3033470', '43.4237680', '-76.3343570', '-76.1835720']"
12190,Fromberg,Montana,45.3921696,-108.9065335,"['45.3865540', '45.3980480', '-108.9188130', '-108.8952280']"
12191,Wayland,New York,42.5677412,-77.5895798,"['42.5486410', '42.5772970', '-77.6050220', '-77.5803300']"
12192,McMillin,Washington,47.1398236,-122.2365063,"['47.1198236', '47.1598236', '-122.2565063', '-122.2165063']"
12193,Paradis,Louisiana,29.8796513,-90.4339715,"['29.8621880', '29.8824950', '-90.4530790', '-90.4238960']"
12194,Eggertsville,New York,42.9635834,-78.8042021,"['42.9491979', '42.9808579', '-78.8238300', '-78.7907790']"
12195,Fern Acres,Hawaii,19.531319,-155.090561,"['19.5113190', '19.5513190', '-155.1105610', '-155.0705610']"
12196,Boylston,Massachusetts,42.353279,-71.7343582,"['42.3121294', '42.3958053', '-71.7644416', '-71.6705519']"
12197,Churchill,Pennsylvania,40.438402,-79.8431042,"['40.4230104', '40.4527680', '-79.8647370', '-79.8207285']"
12198,Celeryville,Ohio,41.0297777,-82.7318459,"['41.0097777', '41.0497777', '-82.7518459', '-82.7118459']"
12199,Russell,New York,44.4292998,-75.1501054,"['44.2975890', '44.5402570', '-75.2260400', '-75.0579810']"
12200,Ben Avon Heights,Pennsylvania,40.5135017,-80.0726113,"['40.5088320', '40.5153910', '-80.0792410', '-80.0684760']"
12201,Dulac,Louisiana,29.3626635,-90.7045493222679,"['29.2812590', '29.4427020', '-90.7349970', '-90.6710290']"
12202,North Lindenhurst,New York,40.707222,-73.385968,"['40.6954820', '40.7178160', '-73.4059790', '-73.3637260']"
12203,Forest Hills,North Carolina,35.297322,-83.1934785,"['35.2914990', '35.3011160', '-83.2093700', '-83.1832830']"
12204,Sherman,Connecticut,41.5792607,-73.4956795,"['41.5199500', '41.6667227', '-73.5314000', '-73.4505581']"
12205,Markleysburg,Pennsylvania,39.7331334,-79.4528167,"['39.7278720', '39.7422490', '-79.4566040', '-79.4465000']"
12206,North Rose,New York,43.1856211,-76.8924623,"['43.1745130', '43.1985628', '-76.9048915', '-76.8734204']"
12207,Unionville,Pennsylvania,40.2453721,-75.7115781,"['40.2253721', '40.2653721', '-75.7315781', '-75.6915781']"
12208,Millwood,Washington,47.6861589,-117.2826674,"['47.6789064', '47.6909241', '-117.2934829', '-117.2623262']"
12209,Oconto Falls,Wisconsin,44.8738804,-88.1428798,"['44.8576050', '44.8934730', '-88.1621280', '-88.1259210']"
12210,Adelphi,Maryland,38.9983345,-76.97074096386194,"['38.9758691', '39.0210443', '-76.9837068', '-76.9379280']"
12211,Geronimo,Texas,29.6630045,-97.9669494,"['29.6430045', '29.6830045', '-97.9869494', '-97.9469494']"
12212,Mendon,Illinois,40.0883795,-91.2837565,"['40.0808020', '40.0954700', '-91.3023080', '-91.2709080']"
12213,Newfields,New Hampshire,43.0370316,-70.9383906,"['43.0210300', '43.0529380', '-71.0139770', '-70.9125810']"
12214,Schneider,Indiana,41.1869793,-87.4483667,"['41.1801210', '41.2025840', '-87.4544890', '-87.4390530']"
12215,Lincoln,Arkansas,33.9359663,-91.7713274,"['33.7832934', '34.1756780', '-91.9763790', '-91.4217633']"
12216,Bonneau,South Carolina,33.305446,-79.9578565,"['33.2939080', '33.3220350', '-79.9748130', '-79.9395740']"
12217,Morgantown,West Virginia,39.6296809,-79.9559437,"['39.5743070', '39.6750970', '-79.9881600', '-79.8987710']"
12218,Minneapolis,Kansas,39.1223968,-97.7087076,"['39.1140825', '39.1322656', '-97.7246031', '-97.6878841']"
12219,Salona,Pennsylvania,41.0842346,-77.4630405,"['41.0642346', '41.1042346', '-77.4830405', '-77.4430405']"
12220,Paynesville,Minnesota,45.3804687,-94.711892,"['45.3662421', '45.3916842', '-94.7587027', '-94.6989734']"
12221,Mount Morris,Illinois,42.0503062,-89.4312201,"['42.0352338', '42.0626688', '-89.4462553', '-89.4094373']"
12222,New Salem,Massachusetts,42.5035591,-72.3324849,"['42.3032833', '42.5487023', '-72.3847888', '-72.2448681']"
12223,Central Point,Oregon,42.376782,-122.912721,"['42.3615315', '42.3961699', '-122.9345541', '-122.8852122']"
12224,Newkirk,Oklahoma,36.8823649,-97.0536785,"['36.8685700', '36.8941990', '-97.0692490', '-97.0400050']"
12225,Clinton,Michigan,42.9435238,-84.6125345,"['42.7694672', '43.1188325', '-84.8376190', '-84.3635431']"
12226,Papillion,Nebraska,41.1544433,-96.0422378,"['41.1179596', '41.1763280', '-96.1582135', '-95.9862092']"
12227,Tahoe Vista,California,39.2400231,-120.049115,"['39.2200231', '39.2600231', '-120.0691150', '-120.0291150']"
12228,Mount Pleasant,Michigan,43.597646,-84.7668495,"['43.5679440', '43.6264710', '-84.8028221', '-84.7378871']"
12229,Russia,New York,43.258706,-75.082283,"['43.2235560', '43.4129090', '-75.1626410', '-74.9999830']"
12230,Selinsgrove,Pennsylvania,40.8062437,-76.8607084,"['40.7883771', '40.8125269', '-76.8809746', '-76.8488450']"
12231,Montz,Louisiana,30.0242921,-90.46016086552511,"['29.9982790', '30.0416923', '-90.4755780', '-90.4350890']"
12232,Woodbury,New Jersey,39.8381691,-75.1526774,"['39.8240560', '39.8550070', '-75.1708230', '-75.1350950']"
12233,Colonial Heights,Virginia,37.2555718,-77.4112016,"['37.2331506', '37.2987360', '-77.4318050', '-77.3622606']"
12234,Homeland Park,South Carolina,34.464997,-82.66398013184178,"['34.4446760', '34.4852020', '-82.6891250', '-82.6294320']"
12235,St. Mary's,Colorado,39.8220825,-105.65891424542198,"['39.8033870', '39.8405406', '-105.6779830', '-105.6342350']"
12236,Ewing,New Jersey,40.2688105,-74.8006895,"['40.2488105', '40.2888105', '-74.8206895', '-74.7806895']"
12237,East Chicago,Indiana,41.6397857,-87.4548466,"['41.6099440', '41.6904941', '-87.4904786', '-87.4009460']"
12238,Stanley,North Carolina,35.3590256,-81.0970214,"['35.3319420', '35.3778530', '-81.1173450', '-81.0704820']"
12239,Chelsea,Vermont,43.9891592,-72.4477921,"['43.9289733', '44.0624817', '-72.5382143', '-72.3818981']"
12240,Forest View,Illinois,41.8103241,-87.7803976,"['41.7983057', '41.8148400', '-87.8021082', '-87.7529140']"
12241,Park City,Illinois,42.3483554,-87.8842397,"['42.3417070', '42.3633440', '-87.9075220', '-87.8778540']"
12242,Tremont,Pennsylvania,40.6284222,-76.3871768,"['40.6221460', '40.6380470', '-76.4045470', '-76.3793660']"
12243,Fowlerville,Michigan,42.6605894,-84.0730142,"['42.6467310', '42.6722040', '-84.0930457', '-84.0530160']"
12244,Sickles Corner,Pennsylvania,40.5539575,-78.2827905,"['40.5339575', '40.5739575', '-78.3027905', '-78.2627905']"
12245,Rest Haven,Illinois,41.750998550000006,-87.58429477525667,"['41.7507931', '41.7511863', '-87.5845668', '-87.5840454']"
12246,Plainville,Ohio,39.1420045,-84.3599393,"['39.1220045', '39.1620045', '-84.3799393', '-84.3399393']"
12247,Leslie,Missouri,38.4178279,-91.2320949,"['38.4153670', '38.4206900', '-91.2385780', '-91.2232320']"
12248,Wabasso Beach,Florida,27.7577335,-80.39849551756008,"['27.7443310', '27.7709948', '-80.4141053', '-80.3857677']"
12249,West Elizabeth,Pennsylvania,40.2709033,-79.8992153,"['40.2667896', '40.2782127', '-79.9045300', '-79.8862855']"
12250,Rutherfordton,North Carolina,35.3692877,-81.9567716,"['35.3352760', '35.4030320', '-81.9922430', '-81.9395330']"
12251,South Ashburnham,Massachusetts,42.6103659,-71.9389655,"['42.5903659', '42.6303659', '-71.9589655', '-71.9189655']"
12252,Odessa,Missouri,38.9995797,-93.9539663,"['38.9786160', '39.0163290', '-93.9983340', '-93.9362820']"
12253,Ashley,Michigan,43.186696,-84.474435,"['43.1792660', '43.1938814', '-84.4837770', '-84.4677725']"
12254,Belgrade,Minnesota,45.4530207,-95.0044608,"['45.4410124', '45.4629382', '-95.0122082', '-94.9888823']"
12255,Lexington Hills,California,37.1624585,-121.98538717615781,"['37.1408500', '37.1841100', '-122.0167850', '-121.9566220']"
12256,South Russell,Ohio,41.432192,-81.340233,"['41.4244316', '41.4409266', '-81.3748000', '-81.2974146']"
12257,Milford,New Jersey,40.5687128,-75.0946169,"['40.5563309', '40.5782770', '-75.1030030', '-75.0787570']"
12258,St. Louis,Missouri,38.6280278,-90.1910154,"['38.5323215', '38.7743018', '-90.3206525', '-90.1641941']"
12259,The Villages,Florida,28.9269978,-82.0041758,"['28.7698660', '28.9818969', '-82.0459349', '-81.9287817']"
12260,Marcus Hook,Pennsylvania,39.8194467,-75.4186608,"['39.8023061', '39.8264940', '-75.4367904', '-75.3991660']"
